"nid","Street","Postalcode","City","Latitude","Longitude","type","Betaling","Bemanding","Kanylebeholder","Puslebord","Vandhane","Body","Term","Billeder"
"195","Per Henrik Lings Allé 5","2100","København Ø","55.703159","12.570673","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Fælledparken ved kiosk
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/henrik-lings-alle5.jpg"
"205","Pilesvinget 80","2700","Brønshøj","55.708825","12.486400","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Pilesvinget
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/pilesvinget80.jpg"
"196","Rymarksvej 75B","2900","Hellerup","55.722010","12.563557","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Ryvangens Naturpark
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/rymarksvej75b.jpg"
"185","Rødegård 8A","2300","København S","55.661051","12.611136","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Rødegårdsparken
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/roedegaard8a.jpg"
"130","Rådhuspladsen 5-7","1550","København V","55.676169","12.568555","Handicap","Nej","Ja","Ja","Ja","Ja","Placering: Gade, Underjordisk Rådhuspladsen
Åbningstider: 9-22:30 alle ugens dage.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/
Der er 3 stk. kombinerede handicaptoilet/familierum samt i alt 12 toiletter. Pissoir er endnu ikke tilgængeligt.
Toilettet tilgås ved ned-/opgang til Metrostationen under Rådhuspladsen ved Vester Voldgade.
Der er separat adgang med elevator for kørestolsbrugere mv. og barnevogne. Elevatoren kan ikke bruges til metrostationen.","København","sites/default/files/images/3/2012/09/iosappraadhuspladsen.pngsites/default/files/images/3/2012/09/image002.pngsites/default/files/images/3/2012/09/image016.pngsites/default/files/images/3/2012/09/image017.pngsites/default/files/images/3/2012/09/image018.pngsites/default/files/images/3/2012/09/image019.pngsites/default/files/images/3/2012/09/image020.pngsites/default/files/images/3/2012/09/image021.png"
"686","Sandkaj 37","2150","Nordhavn","55.706277","12.597487","Handicap","Nej","Nej","Nej","Nej","Ja","Placering: Sandkaj, flydende aktivitetshus https://www.tv2lorry.dk/kobenhavn/nu-far-nordhavn-et-flydende-aktivitetshus
Åbningstider:
Mandag: Ca. 9.00 - 21.00 (19.00 om vinteren)
Tirsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
Onsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
Torsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
Fredag: Ca. 9.00 - 21.00 (19.00 om vinteren)
Lørdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
Søndag: Ca. 9.00 - 21.00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2020/05/byoghavnsandkaj.jpg"
"190","Serridslevvej 35","2100","København Ø","55.706806","12.571253","Handicap","Ved ikke","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Fælledparken, Seridsslevvej nord
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/serridslevvej35.jpg"
"210","Solkrogen 8","2700","Brønshøj","55.703182","12.509605","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Solkrogen
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/solkrogen8.jpg"
"331","Standpromenaden 30","2100","København Ø","55.719539","12.583029","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Svanemølle Strandpark
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Handicaptoilettet er åbent hele året. De andre toiletter er åbne fra 1. april til 30. september
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/strandpromenaden30.jpg"
"199","Stefansgade 24","2200","København N","55.694865","12.542849","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Nørrebroparken
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/stefansgade24.jpg"
"173","Stockholmsgade 62","2100","København Ø","55.692469","12.584244","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Østre Anlæg
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/stockholmsgade62.jpg"
"61","Sundbyvester Plads 2A","2300","København K","55.646622","12.613326","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Sundbyvester Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/sundbyvester-plads2a.jpg"
"63","Sønder Boulevard 60B","1720","København V","55.666095","12.551496","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Sønder Boulevard
Åbningstider: Ca. 9.00 til 22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/soender-boulevard60b.jpgsites/default/files/images/3/2011/03/sonderboulevardofnr603ny.jpgsites/default/files/images/3/2011/03/sonderboulevardofnr602ny.jpgsites/default/files/images/3/2011/03/sonderboulevardofnr60ny.jpg"
"56","Toftegårds Plads 2F","2500","Valby","55.661840","12.517536","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Toftegårds plads
Åbningstider:
Ca. 9.00 til 22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/toftegaards-plads2f.jpg"
"131","Torvegade 48","1410","København K","55.671980","12.591800","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Christianshavns Torv
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2012/09/torvegade48.jpgsites/default/files/images/3/2012/09/christianhavnstorv2.jpgsites/default/files/images/3/2012/09/christianhavnstorvny.jpgsites/default/files/images/3/2012/09/christianshavnstorv1.jpg"
"51","Valby tingsted 1B","2500","Valby","55.666027","12.514116","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Valby tingsted
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/valby-tingsted1b.jpg"
"70","Ved Stranden 18A","1061","København K","55.677576","12.580907","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Ved Stranden
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/04/ved-stranden18a.jpgsites/default/files/images/3/2011/04/2014-07-29163237.jpgsites/default/files/images/3/2011/04/2014-07-29163339.jpgsites/default/files/images/3/2011/04/2014-07-29163517.jpg"
"299","Vester Søgade 2","1601","København V","55.674807","12.558971","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Planetariet
Åbningstider:
helaarsaabent: Ja
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/03/vester-soegade2.jpg"
"69","Ørestads Boulevard 66","2300","København S","55.633288","12.579978","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Ørestadsparken
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/04/oerestads-boulevart66.jpg"
"341","Øresundsstien 5","2300","København S","55.663012","12.638636","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Amager Strandpark, Øresundsstien
Åbningstider:
helaarsaabent: Ja
doegnaabent: Nej
Højsæson: 1. maj til 30. sep. Kl 8.00 til 22.00 alle ugens dage. Fra 1. juni til 31 august kl. 8.00 til 24.00 fredag, lørdag og søndag. Lavsæson: 1. okt til 30. april. Kl. 8.00 til 18.00 alle dage. Her er kun handicaptoilettet åbent. Handicaptoilet er helårsåbent.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/oeresundsstien5.jpg"
"640","Øselsgade 5","2300","København S","55.661005","12.600624","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Kornblomstparken
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Mandag-onsdag kl. 9.30-18. Torsdag 12-20. Fredag 12 -18 og lørdag fra kl 10-17.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/oeselsgade5.jpg"
"194","Øster Allé 1E","2100","København Ø","55.699950","12.573372","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Fælledparken, Sansehaven
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/oester-alle1e.jpg"
"386","Østerbrogade 244","2100","København Ø","55.714884","12.577939","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ja","Placering: Gade, Sporsløjfen, v. Svanemølle st.
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/10/oesterbrogade244.jpg"
"135","Østerbrogade 29B","2100","København Ø","55.699301","12.577521","Handicap","Nej","Ja","Ja","Ja","Ja","Placering: Gade, Trianglen
Åbningstider: 
9.00-18.30 alle dage
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2013/04/oesterbrogade29b.jpgsites/default/files/images/3/2013/04/bemandettoilettrianglen2.jpgsites/default/files/images/3/2013/04/bemandettoilettrianglen.jpg"
"184","Østrigsgade 67","2300","København S","55.661741","12.617156","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Lergravsparken, ved metro
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/oestrigsade67.jpg"
"38","Blågårds Plads 5B","2200","København N","55.686248","12.557011","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Blågårds Plads
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/blaagaards-plads5b.jpg"
"71","Istedgade 20","1650","København V","55.671690","12.560541","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Maria Kirkeplads
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/04/istedgade20.jpg"
"52","Korsgade 58B","2200","København N","55.686647","12.553934","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Korsgade 58
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/korsgade58b.jpg"
"55","Nikolaj Plads 10b","1067","København K","55.679010","12.581870","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Nikolaj Plads
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/nikolaj-plads10b.jpgsites/default/files/images/3/2011/03/nikolajplads.jpg"
"29","Nyhavn 28","1051","København K","55.679549","12.591002","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Nyhavn
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/2013-10-11161115.jpg"
"7","Nyhavn 47C","1051","København K","55.679813","12.591223","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Nyhavn
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2010/12/2013-10-11161244.jpg"
"58","Nytorv 29","1450","København K","55.677490","12.572660","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Nytorv
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/nytorv2.jpgsites/default/files/images/3/2011/03/nytorv1ny.jpgsites/default/files/images/3/2011/03/2014-07-29160704.jpg"
"632","Nørre Voldgade 15B","1358","København K","55.683037","12.571291","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Nørreport station
Åbningstider:
helaarsaabent: Ja
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/noerre-voldgade15b.jpg"
"633","Overgaden oven Vandet 64A","1415","København K","55.674969","12.595253","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Overgaden oven Vandet
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/overgaden-oven-vandet64a.jpg"
"54","Stockholmsgade 2","2100","København Ø","55.689418","12.575475","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Sølvtorvet
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/stockholmsgade2.jpg"
"53","Toftegårds Plads 6F","2500","Valby","55.662306","12.517405","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Toftegårds Plads
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/toftegaards-plads6f.jpg"
"35","Utterslev Torv 9","2400","København NV","55.710055","12.516928","Pissoir","Nej","Nej","Nej","Nej","Nej","Placering: Gade, Utterslev Torv
Åbningstider:
helaarsaabent: Nej- Vinterlukket fra 1/10 til 31/3
aabent_april_sept: x - lukkes når frosten kommer
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/utterslev-torv9.jpg"
"337","Amager Strandvej 275","2300","København S","55.646201","12.644020","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Amager Strandvej, Femøren
Åbningstider:
helaarsaabent: Ja
doegnaabent: Nej
Højsæson: 1. maj til 30. sep. Kl 8.00 til 22.00 alle ugens dage. Fra 1. juni til 31 august kl. 8.00 til 24.00 fredag, lørdag og søndag. Lavsæson: 1. okt til 30. april. Kl. 8.00 til 18.00 alle dage.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/amager-strandvej275.jpg"
"34","Amagertorv 1F","1160","København K","55.678826","12.579556","Unisex","Nej","Ja","Ja","Ja","Ja","Placering: Gade, Underjordisk Amagertorv
Åbningstider:
9.00-22.30 alle dage
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/
Dametoilet til højre og Herretoilet til venstre","København","sites/default/files/images/3/2011/03/2014-07-29162056.jpgsites/default/files/images/3/2011/03/2014-07-29162315.jpgsites/default/files/images/3/2011/03/foto8.jpgsites/default/files/images/3/2011/03/foto9.jpgsites/default/files/images/3/2011/03/foto11.jpgsites/default/files/images/3/2011/03/foto10.jpg"
"860","Ben Websters Vej 69","2450","København SV","55.646499","12.554031","Unisex","Nej","Nej","Ved ikke","Ved ikke","Ja","Placering: Koralbadet
https://svoemkbh.kk.dk/sluseholmen
Åbningstider:
helaarsaabent: Nej
Vinterlukket fra 1/10 til 31/3
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2022/04/ben-websters-vej69.jpg"
"634","Blegdamsvej 132a","2100","København Ø","55.698552","12.576545","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Blegdamsremisen
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Sommersæson maj-sep (uge 18-39) mandag-fredag kl. 9.00-16.30. Vintersæson oktober-april (uge 40-17) mandag-fredag kl. 9.00-17.00, lørdag-søndag kl. 10.00-16.00.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/blegdamsvej132a.jpg"
"635","Borgmestervangen 51","2200","København N","55.704799","12.541201","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Mimersparken
Åbningstider:
Mandag: Følger legepladsens åbningstider
Tirsdag: Følger legepladsens åbningstider
Onsdag: Følger legepladsens åbningstider
Torsdag: Følger legepladsens åbningstider
Fredag: Følger legepladsens åbningstider
Lørdag: Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren)
Søndag: Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren)
Åbningstider legeplads sommer (uge 18-38): Mandag til fredag kl. 9 til 18. Lørdag og søndag kl. 10 til 17. Åbningstider legeplads vinter (uge 39-17): Mandag til fredag kl. 9 til 17. Lørdag kl 11 til16. Søndag lukket.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/borgmestervangen51.jpg"
"349","Bredegrund 8","2300","København S","55.659015","12.613490","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Bredegrund
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Sommersæsonen (maj-oktober) mandag-fredag kl. 9-18 og søndag kl. 10-16. I vintersæsonen (november-februar) mandag -fredag 9-16. I mellemsæsonen (uge 10-17 + uge 43-45) mandag - fredag 9-17
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/bredegrund8.jpg"
"5","Christiansborg Slotsplads 2","1218","København K","55.676600","12.582200","Unisex","Nej","Nej","Nej","Nej","Nej","Placering: Christiansborg Slotsplads, Holmens Bro
Åbningstider:
helaarsaabent: Ja
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2010/12/christiansborgslotsplads2.jpg"
"201","Damhusdæmningen 14","2720","Vanløse","55.682449","12.468016","Unisex","Nej","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Damhusdæmningen, Engen
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/damhusdaemningen14.jpg"
"641","Degnestavnen 20","2400","København NV","55.710617","12.524950","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Degnestavnen, ved legeplads
https://bornibyen.dk/koebenhavn/places/1088-legepladsen-i-degnestavnen
Åbningstider:
helaarsaabent: Ja
doegnaabent: Nej
Følger legepladsens åbningstider
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/08/degnestavnen20.jpg"
"65","Dyrkøb 2","1166","København K","55.679306","12.573532","Unisex","Nej","Nej","Nej","Nej","Ja","Placering: Vor frue plads
Åbningstider:
helaarsaabent: Ja
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/dyrkoep2.jpgsites/default/files/images/3/2011/03/vorfrueplads.jpgsites/default/files/images/3/2011/03/2014-07-16174201.jpgsites/default/files/images/3/2011/03/2014-07-16174251.jpg"
"325","Edel Sauntes Allé 1","2100","København Ø","55.698973","12.562361","Unisex","Nej","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Fælledparken, Bikuben
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/edel-sauntes-alle1.jpg"
"642","Edel Sauntes Allé 9","2100","København Ø","55.700375","12.564140","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Soppesøen
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Kun åbent når der er vand i soppesøen
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/08/edel-sauntes-alle9.jpg"
"326","Ejderstedgade 1","1761","København V","55.667912","12.541712","Unisex","Ved ikke","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Enghaveparken
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Sommersæson (maj til september) mandag-fredag kl. 9-18 og søndag 10-17. I mellemsæsonen (marts, april og oktober) mandag-fredag 9-17. I vintersæsonen (november-februar) mandag - fredag 9-16.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/ejderstedgade1.jpg"
"31","Frederiksborggade 21","1360","København K","55.684300","12.569500","Unisex","Nej","Ja","Ja","Ja","Ja","Placering: Gade, Underjordisk Israels Plads
Åbningstider:
8.30-22.00 alle dage
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/bemandettoiletisraelsplads3.jpgsites/default/files/images/3/2011/03/bemandettoiletisraelsplads2.jpgsites/default/files/images/3/2011/03/bemandettoiletisraelsplads1.jpg"
"36","Gammel Torv 22f","1457","København K","55.678112","12.571727","Unisex","Nej","Nej","Nej","Nej","Ja","Placering: Gammel Torv
Åbningstider:
helaarsaabent: Ja
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/2014-07-29160226.jpgsites/default/files/images/3/2011/03/2014-07-29160359.jpgsites/default/files/images/3/2011/03/2014-07-29160439.jpg"
"637","Gunløgsgade 26","2300","København S","55.664607","12.579507","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Gunløgsgade
Åbningstider:
helaarsaabent: Ja
doegnaabent: Nej
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/gunloegsgade26.jpg"
"687","Gustav Bangs Gade 21","2450","København SV","55.651180","12.536366","Unisex","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Anker Jørgensens Plads
Åbningstider:
Mandag: Døgnåbent
Tirsdag: Døgnåbent
Onsdag: Døgnåbent
Torsdag: Døgnåbent
Fredag: Døgnåbent
Lørdag: Døgnåbent
Søndag: Døgnåbent
Står indtil Mozarts Plads genåbner i 2024 (Vedtaget af TMU).
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2020/05/gustav-bangs-gade21.jpg"
